2.488,3.083
2.491,3.099
2.497,3.115
2.502,3.132
2.508,3.149
2.511,3.167
2.513,3.186
2.513,3.206
2.511,3.227
2.508,3.249
2.507,3.270
2.507,3.290
2.509,3.309
2.514,3.324
2.524,3.335
2.537,3.342
2.554,3.345
2.574,3.346
2.596,3.346
2.620,3.346
2.646,3.349
2.675,3.354
2.706,3.360
2.740,3.366
2.776,3.374
2.814,3.381
2.853,3.387
2.892,3.393
2.931,3.397
2.970,3.399
3.008,3.397
3.046,3.391
3.083,3.382
3.119,3.370
3.155,3.355
3.189,3.340
3.220,3.324
3.249,3.306
3.276,3.287
3.301,3.265
3.326,3.242
3.351,3.217
3.375,3.194
3.400,3.171
3.424,3.149
3.446,3.128
3.467,3.107
3.486,3.085
3.503,3.062
3.519,3.038
3.533,3.013
3.547,2.988
3.560,2.961
3.571,2.933
3.579,2.903
3.584,2.872
3.587,2.839
3.588,2.807
3.589,2.774
3.591,2.742
3.593,2.711
3.596,2.682
3.597,2.655
3.597,2.629
3.596,2.604
3.592,2.577
3.588,2.549
3.583,2.520
3.579,2.491
3.577,2.462
3.578,2.436
3.582,2.412
3.587,2.391
3.594,2.371
3.600,2.351
3.605,2.333
3.609,2.314
3.611,2.297
3.612,2.282
3.610,2.269
3.607,2.258
3.604,2.248
3.600,2.239
3.596,2.230
3.593,2.221
3.590,2.211
3.586,2.199
3.581,2.186
3.574,2.173
3.565,2.159
3.554,2.146
3.542,2.132
3.531,2.117
3.520,2.100
3.509,2.079
3.498,2.055
3.487,2.029
3.477,2.000
3.468,1.971
3.461,1.940
3.455,1.909
3.450,1.877
3.447,1.844
3.444,1.810
3.441,1.775
3.438,1.740
3.435,1.704
3.432,1.670
3.429,1.637
3.427,1.605
3.426,1.577
3.428,1.550
3.433,1.527
3.443,1.508
3.457,1.491
3.473,1.475
3.490,1.459
3.506,1.441
3.522,1.420
3.536,1.395
3.549,1.367
3.561,1.335
3.574,1.300
3.587,1.263
3.601,1.222
3.617,1.178
3.635,1.129
3.655,1.075
3.677,1.019
3.701,0.960
3.726,0.902
3.752,0.844
3.777,0.787
3.802,0.729
3.826,0.669
3.851,0.604
3.876,0.536
3.902,0.464
3.929,0.390
3.956,0.316
3.982,0.246
4.009,0.185
4.036,0.143
4.063,0.127
4.091,0.143
4.120,0.189
4.148,0.259
4.177,0.344
4.206,0.437
4.237,0.533
4.270,0.630
4.305,0.728
4.342,0.825
4.379,0.922
4.418,1.019
4.457,1.114
4.498,1.208
4.541,1.301
4.584,1.393
4.627,1.487
4.671,1.584
4.715,1.683
4.758,1.786
4.801,1.893
4.842,2.004
4.879,2.116
4.909,2.229
4.930,2.341
4.936,2.452
4.930,2.562
4.912,2.673
4.889,2.785
4.865,2.900
4.841,3.019
4.817,3.140
4.792,3.263
4.765,3.386
4.733,3.508
4.696,3.628
4.655,3.745
4.609,3.861
4.560,3.976
4.507,4.089
4.452,4.200
4.397,4.306
4.340,4.407
4.285,4.503
4.230,4.594
4.175,4.682
4.121,4.768
4.067,4.853
4.013,4.940
3.958,5.028
3.903,5.119
3.848,5.212
3.792,5.307
3.735,5.402
3.676,5.497
3.614,5.591
3.548,5.681
3.480,5.759
3.409,5.817
3.335,5.844
3.259,5.834
3.183,5.786
3.109,5.709
3.036,5.612
2.967,5.502
2.898,5.384
2.829,5.260
2.759,5.133
2.688,5.004
2.616,4.872
2.542,4.738
2.467,4.603
2.392,4.467
2.318,4.330
2.246,4.192
2.178,4.054
2.112,3.916
2.049,3.779
1.988,3.645
1.928,3.512
1.868,3.380
1.807,3.247
1.744,3.113
1.680,2.975
1.615,2.834
1.550,2.689
1.483,2.541
1.415,2.392
1.345,2.243
1.273,2.093
1.201,1.943
1.127,1.793
1.054,1.641
0.982,1.487
0.910,1.330
0.838,1.171
0.767,1.011
0.695,0.850
0.621,0.691
0.545,0.539
0.469,0.406
0.394,0.307
0.321,0.261
0.252,0.277
0.190,0.352
0.138,0.471
0.101,0.618
0.087,0.780
0.095,0.949
0.126,1.122
0.174,1.297
0.232,1.473
0.297,1.649
0.364,1.825
0.431,1.999
0.497,2.171
0.561,2.341
0.623,2.509
0.684,2.675
0.743,2.839
0.801,3.000
0.858,3.161
0.914,3.322
0.968,3.484
1.022,3.647
1.075,3.813
1.130,3.982
1.185,4.153
1.243,4.325
1.302,4.499
1.363,4.672
1.424,4.847
1.484,5.022
1.541,5.195
1.596,5.364
1.648,5.516
1.698,5.636
1.748,5.704
1.797,5.706
1.846,5.640
1.895,5.517
1.941,5.357
1.986,5.176
2.028,4.986
2.067,4.794
2.103,4.600
2.138,4.406
2.171,4.212
2.204,4.018
2.237,3.824
2.270,3.631
2.305,3.438
2.339,3.243
2.375,3.047
2.410,2.849
2.445,2.649
2.481,2.447
2.517,2.242
2.555,2.035
2.597,1.826
2.643,1.616
2.693,1.405
2.749,1.192
2.808,0.980
2.872,0.775
2.939,0.590
3.008,0.447
3.079,0.372
3.151,0.380
3.224,0.470
3.298,0.624
3.372,0.819
3.445,1.033
3.518,1.254
3.590,1.476
3.662,1.695
3.735,1.910
3.809,2.121
3.883,2.327
3.959,2.529
4.036,2.729
4.115,2.928
4.194,3.125
4.275,3.322
4.356,3.515
4.439,3.706
4.521,3.894
4.604,4.080
4.685,4.264
4.760,4.446
4.819,4.625
4.852,4.802
4.853,4.977
4.822,5.149
4.763,5.317
4.686,5.474
4.601,5.606
4.513,5.694
4.425,5.720
4.339,5.677
4.254,5.574
4.169,5.428
4.083,5.259
3.996,5.080
3.907,4.899
3.816,4.718
3.723,4.540
3.629,4.363
3.535,4.189
3.441,4.016
3.347,3.844
3.254,3.672
3.162,3.502
3.071,3.334
2.981,3.168
2.894,3.003
2.809,2.838
2.726,2.671
2.645,2.501
2.565,2.328
2.485,2.152
2.405,1.973
2.323,1.792
2.239,1.610
2.153,1.428
2.065,1.245
1.977,1.061
1.889,0.877
1.803,0.699
1.717,0.534
1.632,0.399
1.547,0.315
1.462,0.297
1.376,0.350
1.290,0.462
1.205,0.614
1.119,0.787
1.033,0.969
0.949,1.153
0.866,1.337
0.785,1.521
0.707,1.703
0.629,1.883
0.552,2.060
0.476,2.235
0.400,2.407
0.325,2.577
0.254,2.745
0.190,2.910
0.140,3.073
0.108,3.233
0.101,3.392
0.119,3.549
0.156,3.704
0.207,3.858
0.263,4.011
0.321,4.164
0.380,4.317
0.437,4.469
0.494,4.621
0.550,4.774
0.607,4.926
0.663,5.078
0.718,5.228
0.771,5.376
0.821,5.515
0.868,5.637
0.912,5.725
0.953,5.765
0.992,5.748
1.029,5.677
1.064,5.567
1.098,5.431
1.131,5.283
1.164,5.129
1.198,4.974
1.232,4.818
1.270,4.661
1.310,4.504
1.354,4.346
1.399,4.187
1.446,4.027
1.493,3.865
1.540,3.701
1.586,3.535
1.630,3.366
1.674,3.195
1.718,3.021
1.763,2.844
1.811,2.665
1.863,2.482
1.918,2.298
1.975,2.113
2.034,1.927
2.093,1.741
2.152,1.556
2.211,1.372
2.271,1.190
2.332,1.010
2.392,0.834
2.451,0.664
2.509,0.509
2.568,0.381
2.627,0.299
2.688,0.279
2.749,0.325
2.811,0.428
2.872,0.569
2.933,0.729
2.994,0.896
3.056,1.066
3.120,1.235
3.185,1.405
3.253,1.575
3.321,1.745
3.388,1.913
3.454,2.080
3.518,2.245
3.580,2.408
3.640,2.570
3.699,2.731
3.760,2.892
3.821,3.053
3.885,3.214
3.951,3.374
4.020,3.532
4.092,3.688
4.166,3.842
4.244,3.996
4.325,4.147
4.411,4.297
4.500,4.446
4.590,4.594
4.679,4.740
4.758,4.887
4.820,5.034
4.853,5.182
4.853,5.330
4.822,5.472
4.766,5.599
4.695,5.698
4.619,5.751
4.541,5.748
4.463,5.689
4.386,5.585
4.309,5.453
4.232,5.307
4.155,5.157
4.076,5.007
3.997,4.857
3.917,4.708
3.834,4.559
3.750,4.409
3.665,4.258
3.581,4.106
3.499,3.952
3.420,3.797
3.344,3.639
3.271,3.479
3.201,3.316
3.133,3.151
3.065,2.984
2.996,2.815
2.927,2.646
2.857,2.477
2.784,2.308
2.707,2.139
2.627,1.969
2.543,1.798
2.456,1.625
2.365,1.450
2.273,1.273
2.178,1.094
2.084,0.912
1.990,0.732
1.897,0.565
1.806,0.428
1.716,0.345
1.628,0.334
1.542,0.400
1.459,0.530
1.381,0.703
1.306,0.899
1.234,1.105
1.165,1.314
1.098,1.524
1.032,1.735
0.966,1.948
0.898,2.163
0.829,2.378
0.758,2.593
0.687,2.809
0.616,3.025
0.546,3.240
0.478,3.454
0.412,3.667
0.348,3.880
