2.689,3.092
2.387,3.204
2.649,2.944
2.454,3.164
2.279,2.711
2.569,3.509
2.516,2.741
2.671,3.260
2.572,3.172
2.327,3.278
2.888,2.882
2.236,3.592
2.707,3.201
2.325,3.320
2.468,3.152
2.199,3.220
2.527,3.494
2.533,3.059
2.770,3.424
2.151,3.287
2.617,3.571
2.608,3.013
2.796,3.182
2.595,3.321
2.585,3.549
3.037,3.384
2.746,3.294
2.672,3.874
2.966,3.595
3.334,3.395
2.751,3.318
2.817,3.577
3.207,3.345
3.142,3.425
3.183,3.801
3.461,2.893
3.312,3.397
3.088,3.490
3.217,3.660
3.456,3.660
3.137,2.931
3.099,3.110
3.438,3.310
3.145,2.925
3.331,3.069
3.501,2.795
3.560,3.158
3.401,3.065
3.383,3.151
3.970,3.029
3.318,2.735
3.810,3.249
3.394,2.924
3.506,2.787
3.896,2.748
3.595,2.938
3.478,3.034
3.619,2.885
3.498,2.811
3.455,2.904
3.284,2.475
3.753,2.490
3.856,2.869
4.148,2.465
3.653,2.857
3.339,2.410
3.877,2.719
3.523,2.370
3.499,2.223
3.473,2.525
3.514,2.543
3.621,2.692
3.611,2.370
3.392,2.058
3.967,2.367
3.995,2.355
3.932,2.367
3.767,2.258
3.811,2.039
3.446,2.382
3.538,2.096
3.765,2.336
3.479,2.452
3.694,2.287
3.732,2.380
3.748,2.320
3.403,2.453
3.364,2.411
3.462,2.056
3.574,2.241
3.554,2.104
3.309,2.187
3.597,2.261
3.564,2.105
3.508,2.089
3.583,1.901
3.775,2.054
3.453,1.990
3.547,1.971
3.291,2.006
3.066,1.939
3.549,1.881
3.370,1.843
3.509,1.884
3.391,1.493
3.379,1.604
3.689,1.663
3.318,1.718
4.019,1.461
3.163,1.331
3.860,1.352
3.466,1.258
3.495,1.411
3.602,1.519
3.373,1.540
3.558,1.506
3.518,1.513
3.510,1.333
3.496,1.250
3.509,1.016
3.506,1.539
3.570,1.603
3.703,1.134
3.615,1.273
3.690,1.157
3.388,1.048
3.811,1.220
3.868,1.037
3.734,0.611
4.071,1.063
3.781,1.015
3.838,0.711
3.409,0.869
3.881,0.868
3.421,0.404
4.138,0.819
3.465,0.655
3.987,0.606
3.673,0.453
3.529,0.669
3.963,-0.233
4.020,-0.136
4.239,0.217
4.325,0.390
3.837,-0.304
3.720,0.204
4.187,0.187
3.922,0.193
4.296,0.377
4.148,0.442
4.008,0.607
4.008,0.541
4.083,0.867
3.789,0.993
4.674,0.906
4.533,0.864
4.557,1.672
4.548,1.210
4.879,1.252
4.591,1.745
4.760,1.384
4.282,1.507
4.827,1.852
4.793,1.664
4.655,2.075
4.653,2.154
4.967,2.311
5.398,2.225
5.017,2.565
5.135,2.516
4.886,2.722
4.836,2.768
4.847,2.835
4.996,2.985
4.785,3.180
4.848,2.971
4.668,3.468
4.916,3.578
4.660,3.712
4.818,3.850
4.687,3.996
4.402,3.514
4.724,4.067
4.484,4.056
4.336,4.260
4.408,4.412
4.460,4.178
4.088,4.476
4.276,4.771
4.147,4.806
3.672,4.997
3.923,4.831
4.364,4.646
3.965,5.241
3.558,5.039
3.876,5.715
3.955,5.321
3.557,5.524
3.725,5.534
3.396,5.943
3.591,6.012
3.308,5.794
3.193,6.095
3.022,5.766
3.211,5.452
3.095,5.644
3.261,5.705
3.156,5.396
2.990,5.235
2.857,5.562
3.066,5.464
2.787,5.105
2.715,4.690
2.027,4.894
2.233,4.595
2.319,4.775
2.381,4.405
2.477,4.440
1.927,3.808
2.429,4.059
1.988,3.730
2.010,3.665
1.953,3.814
1.564,3.443
2.022,3.264
1.796,3.145
1.637,2.860
1.747,3.037
1.626,2.383
1.675,2.885
1.901,2.416
1.166,2.020
1.395,2.433
1.061,1.899
1.150,1.665
0.949,1.409
0.422,1.689
1.176,1.349
0.804,0.678
1.035,0.964
0.433,0.627
0.402,0.399
0.877,0.631
0.598,0.352
0.426,0.272
0.334,-0.222
0.192,0.803
0.224,0.518
-0.032,0.438
0.094,0.577
0.137,0.768
-0.093,0.921
0.056,1.156
0.254,1.592
0.192,1.486
-0.124,1.605
0.660,2.065
0.291,2.046
0.844,2.401
0.346,2.668
0.789,2.255
0.451,2.482
0.703,2.928
0.917,2.862
0.651,2.678
0.752,3.212
1.060,3.424
0.823,3.872
1.437,3.849
0.967,4.068
1.538,4.301
1.067,4.348
1.467,4.427
1.544,4.812
1.225,4.595
0.919,5.126
1.885,5.361
1.842,5.461
2.072,5.531
1.360,5.419
1.558,5.431
1.554,6.059
1.973,5.633
1.742,5.203
2.290,5.625
1.641,4.814
2.075,4.600
1.957,4.917
2.319,4.352
2.037,4.422
2.046,4.109
2.171,4.000
2.130,3.696
2.323,3.434
2.366,3.203
2.503,2.693
2.569,3.097
2.349,2.925
2.450,2.719
2.456,2.265
2.625,2.532
2.803,2.279
2.708,1.892
2.612,1.808
2.452,1.452
2.561,1.068
2.927,1.180
3.082,0.782
2.938,0.668
3.171,0.660
3.560,0.754
3.198,0.461
3.228,0.538
3.394,0.786
3.643,0.712
3.261,0.914
3.577,1.423
3.748,1.558
3.541,1.759
3.575,1.685
3.540,2.042
3.851,2.092
4.220,2.718
3.551,2.896
4.026,3.020
4.099,3.152
4.172,3.158
4.316,3.644
4.723,3.695
4.325,3.875
4.667,4.124
5.003,4.041
4.877,4.582
4.655,4.950
4.643,4.970
4.640,4.720
4.908,5.056
4.760,5.322
4.789,5.526
4.901,5.648
4.645,5.745
4.317,5.902
3.673,5.617
4.138,5.656
4.013,5.524
3.882,5.261
3.740,4.998
3.885,4.981
4.207,4.900
3.527,4.638
3.806,4.222
3.760,4.183
3.412,3.945
3.508,3.809
3.517,3.601
3.106,3.499
2.799,3.251
3.007,3.114
3.078,2.873
2.952,2.739
2.640,2.819
2.666,2.702
2.570,2.522
2.255,1.980
2.457,1.946
2.169,1.738
2.118,1.796
2.225,1.207
2.242,1.288
1.855,0.969
1.630,0.934
1.940,0.653
1.585,0.380
1.718,0.498
1.404,0.291
1.414,0.273
1.200,0.329
1.499,0.150
1.174,0.707
1.011,0.511
1.219,0.986
1.087,1.061
0.724,1.152
0.816,1.596
0.635,1.510
0.691,1.891
0.427,2.584
0.523,2.423
0.238,2.294
0.558,2.553
0.064,2.848
0.407,3.112
-0.145,2.924
0.309,3.267
0.143,3.409
-0.122,3.305
0.168,3.451
-0.030,3.682
0.085,3.739
0.614,3.909
0.448,4.053
0.292,4.583
0.446,4.785
0.563,4.638
0.600,5.017
0.840,5.004
0.600,5.042
0.896,5.194
0.847,5.345
0.784,5.171
0.770,5.482
0.770,5.753
0.872,5.577
1.044,5.528
0.751,5.605
1.188,5.462
1.235,5.120
0.994,5.320
0.986,5.036
0.631,4.676
1.173,4.698
1.476,4.529
1.588,4.140
1.477,4.240
1.704,4.100
1.410,3.668
1.484,3.910
1.409,3.668
2.077,3.787
1.656,3.590
1.851,3.290
1.897,2.763
1.832,2.694
1.724,2.202
1.692,2.333
2.159,2.371
2.195,1.826
2.269,1.240
2.056,1.731
2.619,1.420
2.317,1.159
2.202,1.088
2.603,0.855
2.593,0.703
2.768,0.425
2.729,0.387
2.763,0.297
2.699,0.371
2.783,0.173
2.926,0.401
2.696,0.409
3.029,0.738
2.956,0.755
3.266,0.994
3.315,1.157
3.123,1.223
3.052,1.343
3.563,1.722
3.450,1.782
3.478,2.145
3.330,2.549
3.445,2.532
3.262,2.705
3.490,2.845
3.410,2.831
3.895,3.135
4.289,3.021
4.049,3.410
3.910,3.360
4.063,3.462
4.598,4.110
4.501,4.304
4.028,3.967
4.375,4.180
4.734,4.430
4.764,4.786
4.872,4.574
4.390,5.072
4.757,4.826
4.995,5.014
5.110,5.322
4.943,5.621
4.817,5.947
4.573,6.009
4.139,5.630
4.399,5.814
4.534,5.683
4.063,5.432
4.525,5.310
4.052,5.077
3.922,5.044
3.957,4.978
4.056,4.888
4.008,4.271
3.999,4.384
3.690,4.402
3.903,4.285
3.712,4.240
3.510,4.265
3.400,4.042
3.008,3.618
3.660,3.575
3.263,3.589
3.260,3.075
3.252,2.832
3.241,3.098
2.836,2.632
3.317,2.689
2.696,2.628
2.591,1.776
2.638,1.864
2.512,1.811
1.982,1.556
2.339,1.849
2.137,1.349
2.354,1.024
1.999,0.884
2.204,0.706
1.672,0.782
1.988,0.437
1.777,0.193
1.464,0.498
1.470,0.195
1.514,0.459
1.752,0.612
1.245,0.808
1.251,1.264
0.995,1.285
1.296,1.409
1.191,1.400
1.099,1.933
0.826,2.401
0.815,2.191
0.690,2.240
0.612,2.792
0.455,2.925
0.471,3.709
0.611,3.386
0.632,3.435
0.670,3.900
0.287,4.344
0.136,4.238
0.189,4.911
0.221,4.665
0.026,4.977
0.376,4.756
0.230,5.421
0.179,5.234
0.602,5.652
0.350,5.586
-0.056,5.438
0.460,5.774
0.195,5.670
1.039,5.489
0.729,5.092
0.909,4.652
0.330,4.571
0.729,4.786
1.094,3.938
1.387,4.086
1.132,3.833
1.320,3.850
1.519,3.448
1.709,3.066
1.262,3.251
1.497,2.852
1.730,2.496
1.909,2.590
2.412,2.276
1.901,1.877
2.224,2.116
2.366,1.271
2.720,1.232
2.641,1.318
3.019,0.871
2.848,0.774
2.700,0.677
2.634,0.466
3.064,0.347
3.331,0.516
3.441,0.388
3.465,0.517
3.484,0.133
3.560,0.515
3.193,0.620
3.983,1.166
4.071,1.036
3.859,1.277
4.537,1.260
4.413,1.533
4.390,1.407
4.551,2.588
4.610,2.199
4.613,2.445
4.893,2.305
4.813,3.004
4.595,3.221
4.753,3.069
4.593,3.259
4.146,3.713
4.530,3.833
4.162,4.303
4.091,4.362
3.700,4.418
3.807,4.830
3.893,5.360
3.493,5.161
3.438,5.148
3.579,5.129
3.226,5.817
3.377,5.713
3.208,5.427
3.292,5.521
2.782,5.206
2.718,5.300
2.426,4.881
2.290,4.740
